User Name,Book Title,Book Author,Genre,Sub-Genre
Neo313,Divine Rivals,Rebecca Ross,Fiction,Literary Fiction
Neo313,Trees of the Emerald Sea,Brandon Sanderson,Fiction,Fantasy
Neo313,A Quantum Love Story,Mike Chen,Fiction,Literary Fiction
FuzzyBee,Hail Mary,Andy Weir,Fiction,Sci-Fi
FuzzyBee,Migrations,Charlotte McConaghy,Fiction,Literary Fiction
FuzzyBee,If It Bleeds,Stephen King,Fiction,Horror
FuzzyBee,The Wedding People,Alison Espach,Fiction,Literary Fiction
FuzzyBee,Lessons in Chemistry,Bonnie Garmus,Fiction,Literary Fiction
FuzzyBee,The Simple Path to Wealth,J.L. Collins,Non-Fiction,Economics
FuzzyBee,City of Souls and Sinners,Kayla Edwards,Fiction,Literary Fiction
FuzzyBee,The House of My Mother,Shari Franke,Fiction,Literary Fiction
FuzzyBee,Sea of Tranquility,Emily St. John Mandel,Fiction,Literary Fiction
FuzzyBee,City of Gods and Monsters,Kayla Edwards,Fiction,Fantasy
FuzzyBee,Demon Copperhead,Barbara Kingsolver,Fiction,Literary Fiction
FuzzyBee,Everyone in My Family Has Killed Someone,Benjamin Stevenson,Fiction,Literary Fiction
FuzzyBee,The Fisherman,John Langan,Fiction,Literary Fiction
FuzzyBee,The Green Mile,Stephen King,Fiction,Literary Fiction
FuzzyBee,The Paradise Problem,Christina Lauren,Fiction,Literary Fiction
FuzzyBee,None of This Is True,Lisa Jewell,Fiction,Literary Fiction
FuzzyBee,Look Closer,David Ellis,Fiction,Literary Fiction
FuzzyBee,The Silent Patient,Alex Michaelides,Fiction,Mystery/Thrillers
FuzzyBee,All the Dangerous Things,Stacy Willingham,Fiction,Literary Fiction
FuzzyBee,Finders Keepers,Stephen King,Fiction,Horror
FuzzyBee,End of Watch,Stephen King,Fiction,Horror
ORofRowan,Fierce Invalids Home From Hot Climates,Tom Robbins,Fiction,Literary Fiction
ORofRowan,All the Pretty Horses,Cormac McCarthy,Fiction,Literary Fiction
ORofRowan,The Crossing,Cormac McCarthy,Fiction,Literary Fiction
ORofRowan,No Country For Old Men,Cormac McCarthy,Fiction,Literary Fiction
ORofRowan,How To Read A Book,Mortimer J. Adler,Fiction,Literary Fiction
ORofRowan,Station Eleven,Emily St. John Mandel,Fiction,Literary Fiction
ORofRowan,Miniatures,John Scalzi,Fiction,Literary Fiction
ORofRowan,Martyr!,Kaveh Akbar,Fiction,Literary Fiction
ORofRowan,A Man Without a Country,Kurt Vonnegut,Fiction,Literary Fiction
WildCat9,Tender is the Flesh,Agustina Bazterrica,Fiction,Literary Fiction
WildCat9,Old Man's War,John Sealzi,Fiction,Literary Fiction
WildCat9,Beartown,Fredrik Backman,Fiction,Literary Fiction
WildCat9,Will of of the Many,James Islington,Fiction,Literary Fiction
WildCat9,Piranesi,Susanna Clarke,Fiction,Fantasy
WildCat9,The Lion Women of Tehran,Marjan Kamali,Fiction,Literary Fiction
CAboySansa,Blackshirts & Reds,Michael Parenti,Fiction,Literary Fiction
CAboySansa,Elder Race,Adrian Tchaikovsky,Fiction,Literary Fiction
CAboySansa,Dogs of War,Adrian Tchaikovsky,Fiction,Literary Fiction
CAboySansa,Fight Club,Chuck Palahniuk,Fiction,Literary Fiction
CAboySansa,Notes From the Underground,Fyodor Dostoyevsky,Fiction,Literary Fiction
CAboySansa,Void Stalker,Aaron Dembski-Bowden,Fiction,Literary Fiction
CAboySansa,Is Gender Fluid,Sally Hines,Fiction,Literary Fiction
CAboySansa,Wage Labour and Capital,Karl Marx,Non-Fiction,Economics
CAboySansa,"Value, Price and Profit",Karl Marx,Non-Fiction,Economics
CAboySansa,The Elements of Moral Philosophy,James Rachels,Non-Fiction,
BlueZen,The God of the Woods,Liz Moore,Fiction,Literary Fiction
BlueZen,Heartwood,Amity Gaige,Fiction,Literary Fiction
BlueZen,The Frozen River,Ariel Lawhon,Fiction,Literary Fiction
PilotWay,I Who Have Never Known Men,Jacqueline Harpman,Fiction,Literary Fiction
PilotWay,The Overstory,Richard Powers,Fiction,Literary Fiction
PilotWay,Tuesdays With Morrie,Mitch Albom,Non-Fiction,
Remy504,A Man Called Ove,Fredrik Backman,Fiction,Literary Fiction
Remy504,The Book Thief,Markus Zusak,Fiction,Literary Fiction
Remy504,The Gunslinger,Stephen King,Fiction,Literary Fiction
CalmCrow,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reed,Fiction,Literary Fiction
CalmCrow,Project Hail Mary,Andy Weir,Fiction,Sci-Fi
CalmCrow,11/22/63,Stephen King,Fiction,Literary Fiction
UTwaitAtla,North Woods,Daniel Mason,Fiction,Literary Fiction
UTwaitAtla,I Who Have Never Known Men,Jacqueline Harpman,Fiction,Literary Fiction
UTwaitAtla,The River Has Roots,Amal El-Mohtar,Fiction,Literary Fiction
UTwaitAtla,Kindred,Octavia Butler,Fiction,Literary Fiction
ZanyMind,The Hobbit,J.R.R. Tolkien,Fiction,Fantasy
ZanyMind,Frankenstein,Mary Shelley,Fiction,Literary Fiction
ZanyMind,The Picture of Dorian Gray,Oscar Wilde,Fiction,Literary Fiction
ZanyMind,Blood Meridian,Cormac McCarthy,Fiction,Literary Fiction
NYgirlBowi,Phosphor in Dreamland,Riki Ducornet,Fiction,Literary Fiction
NYgirlBowi,Duplex,Kathryn Davis,Fiction,Literary Fiction
NYgirlBowi,Animal Money,Michael Cisco,Fiction,Literary Fiction
SilverAnt,The Poppy War Trilogy,R.F. Kuang,Fiction,Fantasy
SilverAnt,Vicious,V.E. Schwab,Fiction,Fantasy
SilverAnt,Dungeon Crawler Carl,Matt Dinniman,Fiction,Fantasy
LunaBOS,Project Hail Mary,Andy Weir,Fiction,Sci-Fi
LunaBOS,Words of Radiance,Brandon Sanderson,Fiction,Fantasy
LunaBOS,Jade City,Fonda Lee,Fiction,Literary Fiction
LunaBOS,Sword of Kaigen,M.L. Wang,Fiction,Fantasy
LunaBOS,Leviathan Wakes,James S.A. Corey,Fiction,Sci-Fi
PeppySeal,The Stand,Stephen King,Fiction,Literary Fiction
PeppySeal,The Name of the Wind,Patrick Rothfuss,Fiction,Fantasy
PeppySeal,Dune,Frank Herbert,Fiction,Sci-Fi
PeppySeal,"Alas, Babylon",Pat Frank,Fiction,Literary Fiction
MObarHank,Piranesi,Susanna Clark,Fiction,Literary Fiction
MObarHank,Recursion,Blake Crouch,Fiction,Sci-Fi
MObarHank,The Invisible Life of Addie LaRue,V.E. Schwab,Fiction,Fantasy
MObarHank,When Women Were Dragons,Kelly Barnhill,Fiction,Literary Fiction
MObarHank,The First Fifteen Lives of Harry August,Claire North,Fiction,Literary Fiction
MObarHank,The Book of M,Peng Shepard,Fiction,Literary Fiction
QuietBat,The Tombs of Atuan,Ursula K. Le Guin,Fiction,Sci-Fi
QuietBat,The Owl Service,Alan Garner,Fiction,Literary Fiction
QuietBat,The Dark Is Rising,Susan Cooper,Fiction,Literary Fiction
TXreadrArl,The Haar,David Sodergren,Fiction,Literary Fiction
TXreadrArl,Nestlings,Nat Cassidy,Fiction,Literary Fiction
TXreadrArl,Gone Girl,Gillian Flynn,Fiction,Literary Fiction
RustyDog,Bastard Out of Carolina,Dorothy Allison,Fiction,Literary Fiction
RustyDog,Ordinary People,Judith Guest,Fiction,Literary Fiction
RustyDog,She's Come Undone,Wally Lamb,Fiction,Literary Fiction
MerryNY,My Year of Rest and Relaxation,Otessa Moshfegh,Fiction,Literary Fiction
MerryNY,Sharp Objects,Gillian Flynn,Fiction,Literary Fiction
MerryNY,Hench,Natalie Zina Walschots,Fiction,Literary Fiction
SwiftEel,Red Rising,Pierce Brown,Fiction,Fantasy
SwiftEel,Blood Over Bright Haven,M.L. Wang,Fiction,Literary Fiction
SwiftEel,Katabasis,R.F. Kuang,Fiction,Literary Fiction
DCbuzzNora,American Gods,Neil Gaiman,Fiction,Literary Fiction
DCbuzzNora,Name of the Wind,Patrick Rothfuss,Fiction,Fantasy
DCbuzzNora,Moon of the Turning Leaves,Waubgeishig Rice,Fiction,Literary Fiction
CleverPug,The Book Thief,Markus Zusak,Fiction,Literary Fiction
CleverPug,The Historian,Elizabeth Kostova,Fiction,Literary Fiction
CleverPug,To Kill a Mockingbird,Harper Lee,Fiction,Literary Fiction
OR_Odin,A Short Stay in Hell,Steven L. Peck,Fiction,Literary Fiction
OR_Odin,The Cider House Rules,John Irving,Fiction,Literary Fiction
OR_Odin,Nightbitch,Rachel Yoder,Fiction,Literary Fiction
ChillYak,The Stand,Stephen King,Fiction,Literary Fiction
ChillYak,Clan of the Cave Bear,Jean Auel,Fiction,Literary Fiction
ChillYak,The Count of Monte Cristo,Alexandre Dumas,Fiction,Literary Fiction
ChillYak,And Then There Were None,Agatha Christie,Fiction,Mystery/Thrillers
MiloChi,The Stand,Stephen King,Fiction,Literary Fiction
MiloChi,Earth Abides,George R. Stewart,Fiction,Literary Fiction
MiloChi,The Name of the Wind,Patrick Rothfuss,Fiction,Fantasy
BraveCub,Captive Prince,C.S. Pacat,Fiction,Literary Fiction
BraveCub,The Boyfriend List,E. Lockhart,Fiction,Literary Fiction
BraveCub,1984,George Orwell,Fiction,Dystopian
BraveCub,Charlotte's Web,E.B. White,Fiction,Literary Fiction
BraveCub,A Hat Full of Sky,Terry Pratchett,Fiction,Literary Fiction
SDacctTheo,What I Was Doing While You Were Breeding,Kristin Newman,Fiction,Literary Fiction
SDacctTheo,The Postmortal,Drew Magary,Fiction,Literary Fiction
SDacctTheo,Yellowface,R.F. Kuang,Fiction,Literary Fiction
LivelyPath,Stoner,John Williams,Fiction,Literary Fiction
LivelyPath,Hard Rain Falling,Don Carpenter,Fiction,Literary Fiction
LivelyPath,A Tree Grows in Brooklyn,Betty Smith,Fiction,Literary Fiction
COboyFinn,Open Throat,Henry Hoke,Fiction,Literary Fiction
COboyFinn,Among Others,Jo Walton,Fiction,Literary Fiction
COboyFinn,Network Effect,Martha Wells,Fiction,Literary Fiction
COboyFinn,Rebecca,Daphne du Maurier,Fiction,Mystery/Thrillers
COboyFinn,White on White,Aysegul Savas,Fiction,Literary Fiction
COboyFinn,House of Leaves,Mark Z. Danielewski,Fiction,Literary Fiction
ShadowLine,Roadside Picnic,Arkady Strugatsky,Fiction,Sci-Fi
ShadowLine,Paladin of Souls,Lois Bujold,Fiction,Literary Fiction
ShadowLine,The Summer Book,Tove Jansson,Fiction,Literary Fiction
AKgirlJuno,My Year of Rest and Relaxation,Otessa Moshfegh,Fiction,Literary Fiction
AKgirlJuno,Sharp Objects,Gillian Flynn,Fiction,Literary Fiction
AKgirlJuno,Hench,Natalie Zina Walschots,Fiction,Literary Fiction
PerkyFox,The Silent Patient,Alex Michaelides,Fiction,Mystery/Thrillers
PerkyFox,The Ninth Session,Deborah Serani,Fiction,Literary Fiction
PerkyFox,How to Keep House While Drowning,K.C. Davis,Fiction,Literary Fiction
PerkyFox,Hidden Valley Road,Robert Kolker,Fiction,Literary Fiction
PerkyFox,Little Fires Everywhere,Celeste Ng,Fiction,Literary Fiction
PerkyFox,Invisible Girl,Lisa Jewell,Fiction,Literary Fiction
PerkyFox,Gone Girl,Gillian Flynn,Fiction,Literary Fiction
ReedNY,Bel Canto,Ann Patchett,Fiction,Literary Fiction
ReedNY,Pride & Predjudice,Jane Austen,Fiction,Literary Fiction
ReedNY,Empire Falls,Richard Russo,Fiction,Literary Fiction
BoldPuma,Doomsday Book,Connie Willis,Fiction,Literary Fiction
BoldPuma,The Left Hand of Darkness,Ursula K Le Guin,Fiction,Sci-Fi
BoldPuma,The Broken Earth Trilogy,N.K. Jemisin,Fiction,Fantasy
Ivy415,Bartimaues Trilogy,Jonathan Stroud,Fiction,Fantasy
Ivy415,Homeland Saga,R.A. Salvatore,Fiction,Literary Fiction
Ivy415,Dungeon Crawler Carl,Matt Dinniman,Fiction,Fantasy
Ivy415,,,Fiction,Literary Fiction
Ivy415,I Who Have Never Known Men,Jacqueline Harpman,Fiction,Literary Fiction
Ivy415,Know My Name,Chanel Miller,Fiction,Literary Fiction
Ivy415,A Little Life,Hanya Yanagihara,Fiction,Literary Fiction
CozyMoth,Mrs. Dalloway,Virginia Woolf,Fiction,Literary Fiction
CozyMoth,Tomorrow and Tomorrow and Tomorrow,Gabrielle Zevin,Fiction,Literary Fiction
CozyMoth,The Wedding People,Alison Espach,Fiction,Literary Fiction
OH_Clark,East of Eden,John Steinbeck,Fiction,Literary Fiction
OH_Clark,Song of Solomon,Toni Morrison,Fiction,Literary Fiction
SunnyRam,West With Giraffes,Lynda Rutledge,Fiction,Literary Fiction
SunnyRam,Horse,Geraldine Brooks,Fiction,Literary Fiction
Pippin7,Fall of Giants,Ken Follett,Fiction,Literary Fiction
Pippin7,City of Thieves,David Benioff,Fiction,Literary Fiction
Pippin7,The Forever War,Joe Halderman,Fiction,Literary Fiction
FastHare,Mazalan Book of the Fallen,Steven Erikson,Fiction,Fantasy
FastHare,A Song of Ice and Fire,George R.R. Martin,Fiction,Fantasy
FastHare,The First Law Series,Joe Abercrombie,Fiction,Fantasy
CA_Nolan,Lonesome Dove,Larry McMurtry,Fiction,Literary Fiction
CA_Nolan,Watership Down,Richard Adams,Fiction,Literary Fiction
CA_Nolan,All the Light We Cannot See,Anthony Doerr,Fiction,Literary Fiction
UrbanLine,The Unbearable Lightness of Being,Milan Kundera,Fiction,Literary Fiction
UrbanLine,The Three Body Problem,Liu Cixin,Fiction,Sci-Fi
UrbanLine,Flowers For Algernon,Daniel Keyes,Fiction,Sci-Fi
UrbanLine,The Kite Runner,Khaled Hosseini,Fiction,Literary Fiction
UrbanLine,A Thousand Splendid Suns,Khaled Hosseini,Fiction,Literary Fiction
AZ_Leia,The Princess Bride,William Goldman,Fiction,Literary Fiction
AZ_Leia,Betty,Tiffany McDaniel,Fiction,Literary Fiction
AZ_Leia,The Story of a New Name,Elena Ferrante,Fiction,Literary Fiction
BrightFawn,The Searcher,Tana French,Fiction,Literary Fiction
BrightFawn,Homegoing,Yaa Gyasi,Fiction,Literary Fiction
BrightFawn,The Old Man and the Sea,Ernest Hemmingway,Fiction,Literary Fiction
KC_Max,Lady Tan's Cirlce of Women,Lisa See,Fiction,Literary Fiction
KC_Max,If I Had Your Face,Frances Cha,Fiction,Literary Fiction
KC_Max,Tongueless,Lau Yee-Wa,Fiction,Literary Fiction
GentleWay,Piranesi,Susanna Clarke,Fiction,Fantasy
GentleWay,The Library at Mount Char,Scott Hawkins,Fiction,Literary Fiction
GentleWay,A Tale for the Time Being,Ruth Ozeki,Fiction,Literary Fiction
SageNY,Battle Royale,Koushun Takami,Fiction,Literary Fiction
SageNY,Shiver ,Allie Reynolds,Fiction,Literary Fiction
SageNY,The Shuddering,Ania Ahlborn,Fiction,Literary Fiction
PlayfulWay,Lonesome Dove,Larry McMurtry,Fiction,Literary Fiction
PlayfulWay,Demon Copperhead,Barbara Kingsolver,Fiction,Literary Fiction
PlayfulWay,The Firm,John Grisham,Fiction,Literary Fiction
MT_Eli,The Great Alone,Kristin Hannah,Fiction,Literary Fiction
MT_Eli,Don't You Forget About Me,Mhairi McFarlane,Fiction,Literary Fiction
MT_Eli,If Cats Disappeared From The World,Genki Kawamura,Fiction,Literary Fiction
BraveJay,The Martian,Andy Weir,Fiction,Sci-Fi
BraveJay,Project Hail Mary,Andy Weir,Fiction,Sci-Fi
BraveJay,The Book Thief,Markus Zusak,Fiction,Literary Fiction
BraveJay,Dark Matter,Blake Crouch,Fiction,Sci-Fi
BraveJay,Tomorrow and Tomorrow and Tomorrow,Gabrielle Zevin,Fiction,Literary Fiction
BraveJay,All the Colors of the Dark,Chris Whitaker,Fiction,Literary Fiction
BraveJay,Remarkably Bright Creatures,Shelby Van Pelt,Fiction,Literary Fiction
BraveJay,The Guncle Abroad,Steven Rowley,Fiction,Literary Fiction
BraveJay,The Women,Kristin Hannan,Fiction,Literary Fiction
LunaDEN,Never Let Me Go,Kazuo Ishiguro,Fiction,Literary Fiction
LunaDEN,I Who Have Never Known Men,Jacqueline Harpman,Fiction,Literary Fiction
LunaDEN,The Frozen River,Ariel Lawhon,Fiction,Literary Fiction
LunaDEN,Demon Copperhead,Barbara Kingsolver,Fiction,Literary Fiction
LunaDEN,The House in the Cerulean Sea and sequel,T.J. Klune,Fiction,Literary Fiction
LunaDEN,Eleanor Oliphant is Completely Fine,Gail Honeyman,Fiction,Literary Fiction
LunaDEN,Man’s Search for Meaning,Viktor Frankl,Fiction,Literary Fiction
LunaDEN,Flight Behavior,Barbara Kingsolver,Fiction,Literary Fiction
LunaDEN,Into Thin Air,Jon Kraukauer,Fiction,Literary Fiction
LunaDEN,The Guncle Abroad,Steve Rowley,Fiction,Literary Fiction
KeenFox,Road to Tender Hearts,Annie Hartnett,Fiction,Literary Fiction
KeenFox,Vera or Faith,Gary Shteyngart,Fiction,Literary Fiction
KeenFox,Hazel Says No,Jessica Berger Gross,Fiction,Literary Fiction
KeenFox,Kitchens of the Great Midwest,J. Ryan Stradal,Fiction,Literary Fiction
PA_Theo,The River is Waiting,Wally Lamb,Fiction,Literary Fiction
PA_Theo,My Friends,Fredrik Backman,Fiction,Literary Fiction
PA_Theo,Beautyland,Marie-Helene Bertino,Fiction,Literary Fiction
PA_Theo,What Kind of Paradise,Janelle Brown,Fiction,Literary Fiction
PA_Theo,Hearthwood,Amity Gage,Fiction,Literary Fiction
PA_Theo,Lenny Marks Gets Away With Murder,Kerryn Mayne,Fiction,Literary Fiction
PA_Theo,Run for the Hills,Kevin Wilson,Fiction,Literary Fiction
QuietSeal,Tomorrow and Tomorrow and Tomorrow,Gabrielle Zevin,Fiction,Literary Fiction
QuietSeal,Remarkably Bright Creatures,Shelby Van Pelt,Fiction,Literary Fiction
QuietSeal,Project Hail Mary,Andy Weir,Fiction,Sci-Fi
QuietSeal,Demon Copperhead,Barbara Kingsolver,Fiction,Literary Fiction
QuietSeal,All Systems Red,Martha Wells,Fiction,Literary Fiction
QuietSeal,Rebecca,Daphne du Maurier,Fiction,Mystery/Thrillers
QuietSeal,Six of Crows,Leigh Bardugo,Fiction,Literary Fiction
UT_Milo,The Lighthouse at the Edge of the World,J.R. Dawson,Fiction,Literary Fiction
UT_Milo,The Goblin Emperor,Katerine Addison,Fiction,Fantasy
UT_Milo,A Thousand Acres,Jane Smiley,Fiction,Literary Fiction
SnappyAnt,The Storied Life of AJ Fikry,Gabrielle Zevin,Fiction,Literary Fiction
SnappyAnt,Mort,Terry Pratchett,Fiction,Literary Fiction
SnappyAnt,Vida,Marge Piercy,Fiction,Literary Fiction
SnappyAnt,Of Human Bondage,W. Somerst Maugham,Fiction,Literary Fiction
SnappyAnt,Noumenon,Marina J. Lostetter,Fiction,Literary Fiction
SnappyAnt,Ducks,Kate Beaton,Fiction,Literary Fiction
SnappyAnt,All My Puny Sorrows,Miriam Toews,Fiction,Literary Fiction
ID_Rowan,Flowers For Algernon,Daniel Keyes,Fiction,Sci-Fi
ID_Rowan,Animal Liberation Now,Peter Singer,Non-Fiction,
ID_Rowan,Slaughterhouse Five,Kurt Vonnegut,Fiction,Literary Fiction
ID_Rowan,The Secret History,Donna Tartt,Non-Fiction,History
ID_Rowan,Doppleganger: A Trip Into The Mirror World,Naomi Klein,Fiction,Literary Fiction
ID_Rowan,Pale Fire,Vladimir Nabokov,Fiction,Literary Fiction
ID_Rowan,A Christmas Carol,Charles Dickens,Fiction,Historical Fiction
ID_Rowan,"Detransition, Baby",Torrey Peters,Fiction,Literary Fiction
ID_Rowan,This Is Me Trying,Jenna Adams,Fiction,Literary Fiction
ID_Rowan,Come To This Court and Cry,Linda Kinstler,Fiction,Literary Fiction
ID_Rowan,Why Evolution Is True,Jerry Coyne,Non-Fiction,
ID_Rowan,The Nine,Jeffrey Toobin,Non-Fiction,
ID_Rowan,I Who Have Never Known Men,Jacqueline Harpman,Fiction,Literary Fiction
CoolOttr,Enter Ghost,Isabella Hammond,Fiction,Literary Fiction
CoolOttr,The Remains of the Day,Kazuo Ishiguro,Fiction,Literary Fiction
CoolOttr,Stag Dance,Torrey Peters,Fiction,Literary Fiction
CoolOttr,Buff Soul,Moa Romanova,Fiction,Literary Fiction
CoolOttr,I Make Envy On Your Disco,Eric Schnall,Fiction,Literary Fiction
CoolOttr,Big Swiss,Jen Beagin,Fiction,Literary Fiction
CoolOttr,Rejection,Tony Tulathimutte,Fiction,Literary Fiction
CoolOttr,The Road To Tender Hearts,Annie Bartnett,Fiction,Literary Fiction
CoolOttr,Martyr!,Kaveh Akbar,Fiction,Literary Fiction
CoolOttr,The Wedding People,Alison Espach,Fiction,Literary Fiction
NC_Arya,The Extraordinary Life of Sam Hell,Robert Dugoni,Fiction,Literary Fiction
NC_Arya,A Sound So Very Loud,Hamish MacBain,Fiction,Literary Fiction
NC_Arya,Beautiful Ruins,Jess Walter,Fiction,Literary Fiction
SwiftPath,Les Miserables,Victor Hugo,Fiction,Literary Fiction
SwiftPath,Brothers Karamazov,Fyodor Dostoevsky,Fiction,Literary Fiction
SwiftPath,Hyperion,Dan Simmons,Fiction,Sci-Fi
SwiftPath,The Fall of Hyperion,Dan Simmons,Fiction,Sci-Fi
SwiftPath,How To Know a Person,David Brooks,Fiction,Literary Fiction
SwiftPath,The Gene,Siddharta Murkerjee,Fiction,Literary Fiction
SwiftPath,The Master and Margarita,Mikhail Bulgakov,Fiction,Literary Fiction
SwiftPath, Discipline and Punish,Michel Foucault,Fiction,Literary Fiction
SwiftPath,The Body Keeps The Score,Bessel Van Der Kolk,Fiction,Literary Fiction
SwiftPath,1984,George Orwell,Fiction,Dystopian
SwiftPath,A Monetary and Fiscal History of the United States 1961-2021,Alan Blinder,Non-Fiction,History
SwiftPath,Everything Is Tuberculosis,John Green,Fiction,Literary Fiction
